/Users/ahmed/Desktop/data collcting/IMG/center_2023_10_26_15_13_55_696.jpg, /Users/ahmed/Desktop/data collcting/IMG/left_2023_10_26_15_13_55_696.jpg, /Users/ahmed/Desktop/data collcting/IMG/right_2023_10_26_15_13_55_696.jpg, 0, 0, 0, 7.832232E-05
/Users/ahmed/Desktop/data collcting/IMG/center_2023_10_26_15_13_55_804.jpg, /Users/ahmed/Desktop/data collcting/IMG/left_2023_10_26_15_13_55_804.jpg, /Users/ahmed/Desktop/data collcting/IMG/right_2023_10_26_15_13_55_804.jpg, 0, 0, 0, 7.813665E-05
/Users/ahmed/Desktop/data collcting/IMG/center_2023_10_26_15_13_55_912.jpg, /Users/ahmed/Desktop/data collcting/IMG/left_2023_10_26_15_13_55_912.jpg, /Users/ahmed/Desktop/data collcting/IMG/right_2023_10_26_15_13_55_912.jpg, 0, 0, 0, 7.794888E-05
/Users/ahmed/Desktop/data collcting/IMG/center_2023_10_26_15_13_56_022.jpg, /Users/ahmed/Desktop/data collcting/IMG/left_2023_10_26_15_13_56_022.jpg, /Users/ahmed/Desktop/data collcting/IMG/right_2023_10_26_15_13_56_022.jpg, 0, 0, 0, 7.80939E-05
/Users/ahmed/Desktop/data collcting/IMG/center_2023_10_26_15_13_56_129.jpg, /Users/ahmed/Desktop/data collcting/IMG/left_2023_10_26_15_13_56_129.jpg, /Users/ahmed/Desktop/data collcting/IMG/right_2023_10_26_15_13_56_129.jpg, 0, 0, 0, 8.001424E-05
/Users/ahmed/Desktop/data collcting/IMG/center_2023_10_26_15_13_56_237.jpg, /Users/ahmed/Desktop/data collcting/IMG/left_2023_10_26_15_13_56_237.jpg, /Users/ahmed/Desktop/data collcting/IMG/right_2023_10_26_15_13_56_237.jpg, 0, 0, 0, 7.867407E-05
/Users/ahmed/Desktop/data collcting/IMG/center_2023_10_26_15_13_56_342.jpg, /Users/ahmed/Desktop/data collcting/IMG/left_2023_10_26_15_13_56_342.jpg, /Users/ahmed/Desktop/data collcting/IMG/right_2023_10_26_15_13_56_342.jpg, 0, 0, 0, 7.840482E-05
/Users/ahmed/Desktop/data collcting/IMG/center_2023_10_26_15_13_56_443.jpg, /Users/ahmed/Desktop/data collcting/IMG/left_2023_10_26_15_13_56_443.jpg, /Users/ahmed/Desktop/data collcting/IMG/right_2023_10_26_15_13_56_443.jpg, 0, 0, 0, 8.522811E-05
/Users/ahmed/Desktop/data collcting/IMG/center_2023_10_26_15_13_56_548.jpg, /Users/ahmed/Desktop/data collcting/IMG/left_2023_10_26_15_13_56_548.jpg, /Users/ahmed/Desktop/data collcting/IMG/right_2023_10_26_15_13_56_548.jpg, 0, 0.3179941, 0, 0.2395321
/Users/ahmed/Desktop/data collcting/IMG/center_2023_10_26_15_13_56_653.jpg, /Users/ahmed/Desktop/data collcting/IMG/left_2023_10_26_15_13_56_653.jpg, /Users/ahmed/Desktop/data collcting/IMG/right_2023_10_26_15_13_56_653.jpg, 0, 0.657075, 0, 0.8880505
/Users/ahmed/Desktop/data collcting/IMG/center_2023_10_26_15_13_56_760.jpg, /Users/ahmed/Desktop/data collcting/IMG/left_2023_10_26_15_13_56_760.jpg, /Users/ahmed/Desktop/data collcting/IMG/right_2023_10_26_15_13_56_760.jpg, -0.185754, 0.9777961, 0, 1.931419
/Users/ahmed/Desktop/data collcting/IMG/center_2023_10_26_15_13_56_862.jpg, /Users/ahmed/Desktop/data collcting/IMG/left_2023_10_26_15_13_56_862.jpg, /Users/ahmed/Desktop/data collcting/IMG/right_2023_10_26_15_13_56_862.jpg, -0.1491244, 1, 0, 3.096831
